Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,segment
12438,50,1,16.043125,4,1,3,413,New Customers
12439,592,2,16.085833333333333,1,2,3,123,Hibernating
12440,372,2,24.64,1,2,4,124,Hibernating
12441,276,1,15.77727272727273,2,1,3,213,Hibernating
12443,642,1,18.2655,1,1,3,113,Hibernating
12444,31,2,22.034019607843135,5,2,4,524,Potential Loyalists
12445,330,1,15.079000000000002,2,1,2,212,Hibernating
12447,153,1,18.326538461538462,3,1,3,313,Needs Attention
12449,1,5,24.599859154929575,5,4,4,544,Champions
12450,66,5,18.6,4,4,3,443,Loyal
12451,127,5,25.305641025641027,3,4,4,344,Loyal
12453,44,1,16.443953488372095,4,1,3,413,New Customers
12454,305,3,538.8100000000001,2,3,5,235,At Risk
12455,37,9,26.595833333333335,5,5,4,554,Champions
12456,41,2,21.73095238095238,4,2,4,424,Potential Loyalists
12457,143,4,32.271136363636366,3,3,5,335,Potential Loyalists
12458,194,3,17.371129032258064,3,3,3,333,Potential Loyalists
12459,515,1,18.10727272727273,1,1,3,113,Hibernating
12460,366,1,18.147222222222222,1,1,3,113,Hibernating
12461,64,1,18.43764705882353,4,1,3,413,New Customers
12462,213,1,15.233589743589745,3,1,2,312,Needs Attention
12463,85,3,16.16049180327869,4,3,3,433,Potential Loyalists
12464,16,6,37.16904761904762,5,4,5,545,Champions
12465,79,1,16.959230769230768,4,1,3,413,New Customers
12467,333,1,14.755555555555556,2,1,2,212,Hibernating
12468,97,5,24.4716,4,4,4,444,Champions
12469,432,2,40.40184210526316,1,2,5,125,Hibernating
12470,599,1,9.215217391304348,1,1,1,111,Hibernating
12471,16,64,33.25325854700855,5,5,5,555,Champions
12472,48,17,19.763573170731707,4,5,4,454,Champions
12473,24,2,18.25,5,2,3,523,Potential Loyalists
12474,8,26,17.532523540489642,5,5,3,553,Loyal
12475,319,1,17.0504,2,1,3,213,Hibernating
12476,50,18,26.07233082706767,4,5,4,454,Champions
12477,10,6,34.32107991360691,5,4,5,545,Champions
12480,53,6,21.426584158415842,4,4,4,444,Champions
12481,89,12,32.00251515151515,4,5,5,455,Champions
12482,485,27,108.62237623762377,1,5,5,155,Loyal
12483,8,17,33.77037735849057,5,5,5,555,Champions
12484,13,8,11.90783251231527,5,4,2,542,Loyal
12485,439,1,20.826470588235296,1,1,4,114,Hibernating
12486,341,1,19.11,2,1,4,214,Hibernating
12487,640,1,142.64999999999998,1,1,5,115,Hibernating
12489,246,1,22.328666666666667,3,1,4,314,Needs Attention
12490,3,16,20.754068241469817,5,5,4,554,Champions
12492,15,2,18.65774193548387,5,2,3,523,Potential Loyalists
12493,75,2,19.715454545454545,4,2,4,424,Potential Loyalists
12494,71,7,17.59564705882353,4,4,3,443,Loyal
12495,550,1,17.3375,1,1,3,113,Hibernating
12496,530,2,4.160769230769231,1,2,1,121,Hibernating
12497,310,2,121.05581395348838,2,2,5,225,Hibernating
12499,470,1,14.582222222222223,1,1,2,112,Hibernating
12500,16,14,29.668632478632478,5,5,5,555,Champions
12501,246,1,14.559664429530201,3,1,2,312,Needs Attention
12502,5,5,21.11290780141844,5,4,4,544,Champions
12503,494,1,896.0,1,1,5,115,Hibernating
12504,327,2,27.0,2,2,5,225,Hibernating
12505,318,1,19.200000000000003,2,1,4,214,Hibernating
12506,142,1,3.1956521739130435,3,1,1,311,Needs Attention
12507,43,4,32.78391304347826,4,3,5,435,Potential Loyalists
12509,194,1,25.214285714285715,3,1,4,314,Needs Attention
12510,52,7,22.18270072992701,4,4,4,444,Champions
12511,338,1,16.21201058201058,2,1,3,213,Hibernating
12513,22,1,17.494,5,1,3,513,New Customers
12514,176,2,19.02095238095238,3,2,4,324,Potential Loyalists
12515,263,1,18.58,2,1,3,213,Hibernating
12516,90,3,31.471475409836067,4,3,5,435,Potential Loyalists
12517,36,2,8.3625,5,2,1,521,Potential Loyalists
12518,20,1,18.04611111111111,5,1,3,513,New Customers
12519,386,1,17.53181818181818,1,1,3,113,Hibernating
12520,52,4,16.90785123966942,4,3,3,433,Potential Loyalists
12521,52,1,15.781052631578946,4,1,3,413,New Customers
12523,17,19,17.39193236714976,5,5,3,553,Loyal
12524,72,15,46.05127358490566,4,5,5,455,Champions
12525,407,3,16.228833333333334,1,3,3,133,At Risk
12526,4,1,17.941379310344825,5,1,3,513,New Customers
12527,204,4,23.162758620689655,3,3,4,334,Potential Loyalists
12528,24,4,19.805692307692308,5,3,4,534,Potential Loyalists
12529,438,1,15.07047619047619,1,1,2,112,Hibernating
12530,33,8,23.203138686131386,5,4,4,544,Champions
12531,596,1,16.43618181818182,1,1,3,113,Hibernating
12533,537,2,18.998472222222222,1,2,4,124,Hibernating
12534,40,1,17.261774193548387,4,1,3,413,New Customers
12535,1,2,21.069117647058825,5,2,4,524,Potential Loyalists
12537,318,1,14.593809523809526,2,1,2,212,Hibernating
12538,288,1,21.26923076923077,2,1,4,214,Hibernating
12539,171,6,22.034978260869565,3,4,4,344,Loyal
12540,2,26,26.447551020408163,5,5,4,554,Champions
12541,82,2,18.466923076923077,4,2,3,423,Potential Loyalists
12542,393,2,12.355897435897436,1,2,2,122,Hibernating
12543,358,1,20.00595238095238,1,1,4,114,Hibernating
12545,169,1,16.48939393939394,3,1,3,313,Needs Attention
12547,107,3,16.64333333333333,4,3,3,433,Potential Loyalists
12548,76,1,16.799999999999997,4,1,3,413,New Customers
12549,485,6,32.15673469387755,1,4,5,145,Loyal
12551,267,1,16.8,2,1,3,213,Hibernating
12553,20,9,18.100331491712705,5,5,3,553,Loyal
12554,358,1,15.38,1,1,2,112,Hibernating
12556,61,1,4.670149253731343,4,1,1,411,New Customers
12557,68,7,291.2248148148148,4,4,5,445,Champions
12559,220,2,26.74809523809524,3,2,4,324,Potential Loyalists
12560,22,2,18.653376623376623,5,2,3,523,Potential Loyalists
12561,212,1,14.928125,3,1,2,312,Needs Attention
12562,36,5,23.84965811965812,5,4,4,544,Champions
12563,318,1,18.436666666666667,2,1,3,213,Hibernating
12564,171,1,21.757142857142856,3,1,4,314,Needs Attention
12565,198,1,16.21333333333333,3,1,3,313,Needs Attention
12567,6,14,21.07236036036036,5,5,4,554,Champions
12568,554,1,14.0,1,1,2,112,Hibernating
12569,2,15,23.56173913043478,5,5,4,554,Champions
12571,31,1,17.739285714285714,5,1,3,513,New Customers
12573,137,5,6.028655462184874,3,4,1,341,Loyal
12574,225,1,19.85909090909091,3,1,4,314,Needs Attention
12575,367,2,16.389999999999997,1,2,3,123,Hibernating
12576,5,7,14.482654867256636,5,4,2,542,Loyal
12577,268,6,5.368648648648648,2,4,1,241,Loyal
12578,240,3,24.2928,3,3,4,334,Potential Loyalists
12580,156,2,18.153448275862072,3,2,3,323,Potential Loyalists
12582,148,4,18.023762376237624,3,3,3,333,Potential Loyalists
12583,16,21,31.228136986301372,5,5,5,555,Champions
12584,36,4,21.16939393939394,5,3,4,534,Potential Loyalists
12585,144,2,23.44942528735632,3,2,4,324,Potential Loyalists
12586,284,3,22.47867469879518,2,3,4,234,At Risk
12588,309,2,16.48121212121212,2,2,3,223,Hibernating
12589,54,6,20.290454545454544,4,4,4,444,Champions
12590,121,1,139.4217910447761,3,1,5,315,Needs Attention
12591,227,3,17.09318181818182,3,3,3,333,Potential Loyalists
12592,2,4,23.345499999999998,5,3,4,534,Potential Loyalists
12593,18,3,19.909523809523808,5,3,4,534,Potential Loyalists
12594,31,12,24.259112426035504,5,5,4,554,Champions
12595,414,1,15.737894736842104,1,1,2,112,Hibernating
12596,152,1,15.282142857142857,3,1,2,312,Needs Attention
12597,92,2,14.747499999999999,4,2,2,422,Potential Loyalists
12598,71,7,22.594087591240875,4,4,4,444,Champions
12599,36,12,17.825042016806723,5,5,3,553,Loyal
12600,22,18,37.731637931034484,5,5,5,555,Champions
12601,99,6,19.433636363636364,4,4,4,444,Champions
12604,171,1,17.85,3,1,3,313,Needs Attention
12605,286,4,16.223026315789475,2,3,3,233,At Risk
12608,314,1,25.986875,2,1,4,214,Hibernating
12609,96,8,19.681898734177217,4,4,4,444,Champions
12610,16,2,15.775,5,2,3,523,Potential Loyalists
12613,107,9,19.972620967741936,4,5,4,454,Champions
12614,187,1,15.780000000000001,3,1,3,313,Needs Attention
12615,78,5,20.839438775510207,4,4,4,444,Champions
12616,5,3,20.946296296296296,5,3,4,534,Potential Loyalists
12619,26,5,38.29,5,4,5,545,Champions
12620,114,1,17.02,3,1,3,313,Needs Attention
12621,10,30,32.79072419106318,5,5,5,555,Champions
12622,141,1,16.37272727272727,3,1,3,313,Needs Attention
12623,186,7,21.663815028901734,3,4,4,344,Loyal
12624,16,2,16.87184210526316,5,2,3,523,Potential Loyalists
12625,121,4,28.22338797814208,3,3,5,335,Potential Loyalists
12626,22,6,23.174757281553397,5,4,4,544,Champions
12627,6,5,19.346312056737588,5,4,4,544,Champions
12629,295,2,27.865581395348837,2,2,5,225,Hibernating
12631,366,5,18.69125,1,4,3,143,Loyal
12632,430,2,22.99657142857143,1,2,4,124,Hibernating
12633,39,6,18.734413793103446,4,4,4,444,Champions
12634,458,1,18.94736842105263,1,1,4,114,Hibernating
12635,64,3,16.312457627118643,4,3,3,433,Potential Loyalists
12637,1,11,14.08661870503597,5,5,2,552,Loyal
12638,549,1,21.225,1,1,4,114,Hibernating
12639,148,3,17.57983606557377,3,3,3,333,Potential Loyalists
12641,25,1,16.211111111111112,5,1,3,513,New Customers
12642,17,1,15.268749999999999,5,1,2,512,New Customers
12643,38,12,162.9084,4,5,5,455,Champions
12644,39,4,17.283693693693692,4,3,3,433,Potential Loyalists
12645,19,7,21.06150684931507,5,4,4,544,Champions
12647,36,32,32.304307692307695,5,5,5,555,Champions
12648,64,4,17.107692307692307,4,3,3,433,Potential Loyalists
12649,17,8,19.446186440677966,5,4,4,544,Champions
12651,244,4,12.591666666666667,3,3,2,332,Potential Loyalists
12652,241,2,19.941764705882353,3,2,4,324,Potential Loyalists
12653,58,3,48.38174418604651,4,3,5,435,Potential Loyalists
12654,107,3,15.352272727272727,4,3,2,432,Potential Loyalists
12655,333,1,16.334375,2,1,3,213,Hibernating
12656,26,6,27.249105263157894,5,4,5,545,Champions
12661,345,1,14.727272727272727,2,1,2,212,Hibernating
12662,17,16,17.35527108433735,5,5,3,553,Loyal
12663,534,2,23.94,1,2,4,124,Hibernating
12664,53,5,132.6495238095238,4,4,5,445,Champions
12665,234,3,18.447058823529414,3,3,3,333,Potential Loyalists
12666,303,1,40.27161290322581,2,1,5,215,Hibernating
12668,169,8,20.834,3,4,4,344,Loyal
12669,60,2,16.0773,4,2,3,423,Potential Loyalists
12670,8,5,29.613703703703703,5,4,5,545,Champions
12671,515,1,58.27735555555556,1,1,5,115,Hibernating
12672,239,2,19.865909090909092,3,2,4,324,Potential Loyalists
12673,236,2,15.28,3,2,2,322,Potential Loyalists
12674,1,3,23.76271186440678,5,3,4,534,Potential Loyalists
12675,463,2,7.808035714285714,1,2,1,121,Hibernating
12676,33,8,24.758928571428573,5,4,4,544,Champions
12677,465,2,18.814285714285717,1,2,4,124,Hibernating
12678,10,12,80.71373737373737,5,5,5,555,Champions
12679,115,2,20.599545454545453,3,2,4,324,Potential Loyalists
12680,23,1,15.588999999999999,5,1,2,512,New Customers
12681,61,38,20.712774788624134,4,5,4,454,Champions
12682,10,41,22.975385500575374,5,5,4,554,Champions
12683,2,18,23.21713062098501,5,5,4,554,Champions
12684,80,3,23.675087719298247,4,3,4,434,Potential Loyalists
12685,2,2,17.84911111111111,5,2,3,523,Potential Loyalists
12686,281,1,12.734285714285715,2,1,2,212,Hibernating
12687,390,1,14.87128,1,1,2,112,Hibernating
12688,23,1,27.27892857142857,5,1,5,515,New Customers
12689,37,1,15.030294117647058,5,1,2,512,New Customers
12690,115,1,24.313125,3,1,4,314,Needs Attention
12691,55,5,24.675,4,4,4,444,Champions
12692,547,1,8.534615384615385,1,1,1,111,Hibernating
12693,36,7,21.557215189873418,5,4,4,544,Champions
12694,92,2,21.411818181818184,4,2,4,424,Potential Loyalists
12695,17,5,22.2594,5,4,4,544,Champions
12696,344,2,15.57255319148936,2,2,2,222,Hibernating
12697,41,2,21.255925925925926,4,2,4,424,Potential Loyalists
12698,500,1,21.234375,1,1,4,114,Hibernating
12699,327,1,15.563658536585367,2,1,2,212,Hibernating
12700,66,2,17.61516393442623,4,2,3,423,Potential Loyalists
12701,152,5,17.267652173913042,3,4,3,343,Loyal
12703,543,3,13.641132075471699,1,3,2,132,At Risk
12704,15,3,19.16851063829787,5,3,4,534,Potential Loyalists
12705,68,9,19.227876857749468,4,5,4,454,Champions
12707,201,1,18.285454545454545,3,1,3,313,Needs Attention
12708,11,15,16.948560885608856,5,5,3,553,Loyal
12709,6,28,63.99259345794392,5,5,5,555,Champions
12710,6,3,14.922337662337663,5,3,2,532,Potential Loyalists
12711,521,2,22.3175,1,2,4,124,Hibernating
12712,16,19,26.111322957198446,5,5,4,554,Champions
12714,16,11,20.341640127388533,5,5,4,554,Champions
12715,16,1,13.693000000000001,5,1,2,512,New Customers
12716,43,1,15.064444444444444,4,1,2,412,New Customers
12717,61,3,15.208358208955225,4,3,2,432,Potential Loyalists
12720,4,22,15.696641221374046,5,5,2,552,Loyal
12721,92,6,16.977,4,4,3,443,Loyal
12722,24,3,18.593,5,3,3,533,Potential Loyalists
12724,83,5,16.664574468085107,4,4,3,443,Loyal
12725,281,3,18.083809523809524,2,3,3,233,At Risk
12726,94,9,23.54770491803279,4,5,4,454,Champions
12727,5,9,27.98072222222222,5,5,5,555,Champions
12728,167,4,17.732291666666665,3,3,3,333,Potential Loyalists
12729,23,1,17.423461538461538,5,1,3,513,New Customers
12730,431,1,17.61521739130435,1,1,3,113,Hibernating
12731,54,13,61.087416107382545,4,5,5,455,Champions
12732,89,1,19.688333333333336,4,1,4,414,New Customers
12733,143,4,15.538589743589743,3,3,2,332,Potential Loyalists
12734,262,3,33.66578947368421,2,3,5,235,At Risk
12735,225,2,18.12953488372093,3,2,3,323,Potential Loyalists
12736,242,1,58.5,3,1,5,315,Needs Attention
12738,281,1,14.122727272727273,2,1,2,212,Hibernating
12739,8,3,26.076235294117648,5,3,4,534,Potential Loyalists
12741,442,1,15.738,1,1,2,112,Hibernating
12742,535,1,17.933134328358207,1,1,3,113,Hibernating
12743,43,2,4.077835820895522,4,2,1,421,Potential Loyalists
12744,54,7,39.82909698996655,4,4,5,445,Champions
12745,396,2,32.90227272727273,1,2,5,125,Hibernating
12746,450,1,14.973529411764707,1,1,2,112,Hibernating
12747,19,23,35.022556053811655,5,5,5,555,Champions
12748,1,246,7.135422337437892,5,5,1,551,Loyal
12749,40,7,20.549280303030304,4,4,4,444,Champions
12750,38,1,18.392,4,1,3,413,New Customers
12751,354,1,4.326935483870967,1,1,1,111,Hibernating
12753,45,5,100.12596385542169,4,4,5,445,Champions
12754,145,3,47.78952380952381,3,3,5,335,Potential Loyalists
12755,190,11,141.1040625,3,5,5,355,Loyal
12757,52,3,14.251525423728815,4,3,2,432,Potential Loyalists
12758,26,7,31.639744408945685,5,4,5,545,Champions
12759,81,7,16.746593406593405,4,4,3,443,Loyal
12760,365,1,16.561904761904763,1,1,3,113,Hibernating
12761,374,1,29.15192307692308,1,1,5,115,Hibernating
12763,48,2,23.945882352941176,4,2,4,424,Potential Loyalists
12764,226,1,37.64177777777778,3,1,5,315,Needs Attention
12765,382,6,20.65558823529412,1,4,4,144,Loyal
12766,59,7,19.64710382513661,4,4,4,444,Champions
12767,285,1,22.088837209302326,2,1,4,214,Hibernating
12768,360,1,16.869000000000003,1,1,3,113,Hibernating
12769,148,1,35.7375,3,1,5,315,Needs Attention
12770,120,2,115.94464285714285,3,2,5,325,Potential Loyalists
12771,395,1,16.164285714285715,1,1,3,113,Hibernating
12773,473,1,20.708333333333332,1,1,4,114,Hibernating
12774,445,1,16.45,1,1,3,113,Hibernating
12775,99,6,21.862089552238807,4,4,4,444,Champions
12776,577,1,9.166666666666666,1,1,1,111,Hibernating
12777,367,1,19.978846153846156,1,1,4,114,Hibernating
12778,93,7,15.215894736842106,4,4,2,442,Loyal
12779,99,13,24.742758620689653,4,5,4,454,Champions
12780,508,1,16.869999999999997,1,1,3,113,Hibernating
12781,194,1,36.617333333333335,3,1,5,315,Needs Attention
12782,59,10,17.833284313725493,4,5,3,453,Loyal
12784,439,1,14.568028169014083,1,1,2,112,Hibernating
12785,274,3,16.816346153846155,2,3,3,233,At Risk
12786,519,1,40.47222222222222,1,1,5,115,Hibernating
12787,1,3,18.5795,5,3,3,533,Potential Loyalists
12788,373,4,17.111538461538462,1,3,3,133,At Risk
12789,422,2,45.375,1,2,5,125,Hibernating
12790,102,2,15.995945945945946,4,2,3,423,Potential Loyalists
12791,283,5,31.87689655172414,2,4,5,245,Loyal
12792,166,2,15.889111111111111,3,2,3,323,Potential Loyalists
12793,244,3,18.07085106382979,3,3,3,333,Potential Loyalists
12794,8,1,15.85,5,1,3,513,New Customers
12796,538,1,54.42857142857143,1,1,5,115,Hibernating
12797,275,2,17.35275,2,2,3,223,Hibernating
12798,80,2,101.32032258064515,4,2,5,425,Potential Loyalists
12799,438,1,14.623333333333333,1,1,2,112,Hibernating
12800,380,2,15.6328125,1,2,2,122,Hibernating
12801,410,1,16.49833333333333,1,1,3,113,Hibernating
12802,96,5,17.620735294117647,4,4,3,443,Loyal
12803,303,1,19.869272727272726,2,1,4,214,Hibernating
12804,375,2,4.88089552238806,1,2,1,121,Hibernating
12805,291,4,24.74051724137931,2,3,4,234,At Risk
12806,345,3,39.599384615384615,2,3,5,235,At Risk
12807,293,1,16.69,2,1,3,213,Hibernating
12808,94,4,16.195,4,3,3,433,Potential Loyalists
12809,87,3,17.74794871794872,4,3,3,433,Potential Loyalists
12810,444,2,16.7184375,1,2,3,123,Hibernating
12811,171,4,17.209615384615383,3,3,3,333,Potential Loyalists
12813,411,3,37.50666666666667,1,3,5,135,At Risk
12814,11,1,85.92,5,1,5,515,New Customers
12815,57,2,19.188000000000002,4,2,4,424,Potential Loyalists
12816,5,2,15.85576923076923,5,2,3,523,Potential Loyalists
12817,190,3,25.953636363636363,3,3,4,334,Potential Loyalists
12818,171,1,90.92923076923078,3,1,5,315,Needs Attention
12819,368,1,28.448421052631577,1,1,5,115,Hibernating
12820,236,8,17.276036036036036,3,4,3,343,Loyal
12821,124,2,16.984615384615385,3,2,3,323,Potential Loyalists
12823,36,17,350.94117647058823,5,5,5,555,Champions
12825,431,2,21.609583333333333,1,2,4,124,Hibernating
12826,88,9,17.554580152671758,4,5,3,453,Loyal
12828,8,3,16.6204,5,3,3,533,Potential Loyalists
12829,246,3,16.20294117647059,3,3,3,333,Potential Loyalists
12830,1,5,178.17555555555555,5,4,5,545,Champions
12831,172,3,20.505,3,3,4,334,Potential Loyalists
12832,8,1,14.877777777777778,5,1,2,512,New Customers
12833,55,1,17.390833333333333,4,1,3,413,New Customers
12834,192,1,17.354444444444443,3,1,3,313,Needs Attention
12835,337,41,9.747274193548387,2,5,2,252,Loyal
12836,47,14,16.59481894150418,4,5,3,453,Loyal
12837,82,2,7.126483516483517,4,2,1,421,Potential Loyalists
12838,283,9,8.652200557103063,2,5,1,251,Loyal
12839,2,21,16.925056433408578,5,5,3,553,Loyal
12840,53,7,22.965738636363636,4,4,4,444,Champions
12841,16,32,11.0013298791019,5,5,2,552,Loyal
12842,218,3,38.693703703703704,3,3,5,335,Potential Loyalists
12843,69,28,28.875324074074072,4,5,5,455,Champions
12844,40,3,6.297721518987341,4,3,1,431,Potential Loyalists
12845,177,4,13.114444444444443,3,3,2,332,Potential Loyalists
12847,297,1,21.867428571428572,2,1,4,214,Hibernating
12848,585,1,13.0,1,1,2,112,Hibernating
12849,178,5,21.076015625,3,4,4,344,Loyal
12850,355,1,165.0,1,1,5,115,Hibernating
12851,6,2,3.551625,5,2,1,521,Potential Loyalists
12852,204,1,18.326470588235296,3,1,3,313,Needs Attention
12853,44,11,26.402027027027028,4,5,4,454,Champions
12854,151,6,10.735454545454544,3,4,2,342,Loyal
12855,282,4,6.779264705882353,2,3,1,231,At Risk
12857,120,6,30.479338842975206,3,4,5,345,Loyal
12858,293,1,3.2910416666666666,2,1,1,211,Hibernating
12859,368,1,27.385714285714286,1,1,5,115,Hibernating
12860,603,1,3.262941176470588,1,1,1,111,Hibernating
12861,529,1,17.0625,1,1,3,113,Hibernating
12862,335,2,7.392519083969465,2,2,1,221,Hibernating
12863,288,5,52.82209302325581,2,4,5,245,Loyal
12864,48,2,42.79571428571428,4,2,5,425,Potential Loyalists
12865,33,3,17.320379746835442,5,3,3,533,Potential Loyalists
12866,193,3,19.48174603174603,3,3,4,334,Potential Loyalists
12867,6,12,7.204812108559499,5,5,1,551,Loyal
12868,95,8,15.39082191780822,4,4,2,442,Loyal
12869,591,1,9.126216216216216,1,1,1,111,Hibernating
12870,285,3,16.869021739130435,2,3,3,233,At Risk
12871,117,2,45.03454545454545,3,2,5,325,Potential Loyalists
12872,236,12,8.452958715596331,3,5,1,351,Loyal
12873,192,3,57.92285714285714,3,3,5,335,Potential Loyalists
12874,295,2,19.75875,2,2,4,224,Hibernating
12875,53,5,169.62375,4,4,5,445,Champions
12876,106,3,21.652564102564103,4,3,4,434,Potential Loyalists
12877,34,17,12.64607142857143,5,5,2,552,Loyal
12878,146,2,18.191276595744682,3,2,3,323,Potential Loyalists
12879,1,1,35.125,5,1,5,515,New Customers
12880,291,2,17.781388888888888,2,2,3,223,Hibernating
12881,185,1,17.166666666666668,3,1,3,313,Needs Attention
12885,33,1,16.547435897435896,5,1,3,513,New Customers
12886,129,1,16.48936170212766,3,1,3,313,Needs Attention
12887,293,1,17.107692307692307,2,1,3,213,Hibernating
12888,123,2,70.824,3,2,5,325,Potential Loyalists
12889,290,4,15.418400000000002,2,3,2,232,At Risk
12890,297,1,5.908771929824562,2,1,1,211,Hibernating
12891,95,11,76.4090909090909,4,5,5,455,Champions
12892,306,1,14.632222222222222,2,1,2,212,Hibernating
12894,485,1,6.87,1,1,1,111,Hibernating
12897,114,4,36.732142857142854,3,3,5,335,Potential Loyalists
12898,373,2,9.717500000000001,1,2,2,122,Hibernating
12899,323,1,21.552941176470586,2,1,4,214,Hibernating
12900,332,1,26.179230769230767,2,1,4,214,Hibernating
12901,18,19,129.32744444444447,5,5,5,555,Champions
12902,174,1,13.868,3,1,2,312,Needs Attention
12903,338,1,20.33,2,1,4,214,Hibernating
12904,82,1,7.6465625,4,1,1,411,New Customers
12905,486,2,18.85962962962963,1,2,4,124,Hibernating
12907,305,2,20.165,2,2,4,224,Hibernating
12908,86,5,355.2,4,4,5,445,Champions
12909,111,6,15.368384615384615,3,4,2,342,Loyal
12910,44,9,42.94265306122449,4,5,5,455,Champions
12911,461,1,6.344390243902439,1,1,1,111,Hibernating
